experiment_uid,material,model_uid,seed,fold,avg_rel_err,95-perc_rel_err,99-perc_rel_err,max_rel_err,start_date,end_date
cdb55,B,722945db,2,3,0.013440054354653404,0.02959713039195857,0.04478214171419661,95369.81149531994,2023-12-05 17:43:53,2023-12-08 05:51:15
cdb55,B,7066a2c7,2,4,0.013440054354653404,0.02959713039195857,0.04478214171419661,95369.81149531994,2023-12-05 17:43:53,2023-12-08 05:51:15
cdb55,B,d54e77f3,2,5,0.013440054354653404,0.02959713039195857,0.04478214171419661,95369.81149531994,2023-12-05 17:43:53,2023-12-08 05:51:15
cdb55,B,ad4aa25e,3,0,0.012595642473511004,0.031553993843579105,0.0455808642596336,164726.34666645993,2023-12-06 01:06:13,2023-12-08 05:51:15
cdb55,B,a36def19,3,1,0.012595642473511004,0.031553993843579105,0.0455808642596336,164726.34666645993,2023-12-06 01:06:13,2023-12-08 05:51:15
cdb55,B,55ddcf3f,3,2,0.012595642473511004,0.031553993843579105,0.0455808642596336,164726.34666645993,2023-12-06 01:06:13,2023-12-08 05:51:15
cdb55,B,c17c438b,3,3,0.012595642473511004,0.031553993843579105,0.0455808642596336,164726.34666645993,2023-12-06 01:06:13,2023-12-08 05:51:15
cdb55,B,f677639e,3,4,0.012595642473511004,0.031553993843579105,0.0455808642596336,164726.34666645993,2023-12-06 01:06:13,2023-12-08 05:51:15
cdb55,B,1d43569d,3,5,0.012595642473511004,0.031553993843579105,0.0455808642596336,164726.34666645993,2023-12-06 01:06:13,2023-12-08 05:51:15
cdb55,B,40cd43b7,4,0,0.012237353433239622,0.027611145843485133,0.04456202828225663,125400.84666645993,2023-12-06 08:22:19,2023-12-08 05:51:15
cdb55,B,b4b3560c,4,1,0.012237353433239622,0.027611145843485133,0.04456202828225663,125400.84666645993,2023-12-06 08:22:19,2023-12-08 05:51:15
cdb55,B,4d1fe2c9,4,2,0.012237353433239622,0.027611145843485133,0.04456202828225663,125400.84666645993,2023-12-06 08:22:19,2023-12-08 05:51:15
cdb55,B,f71853cf,4,3,0.012237353433239622,0.027611145843485133,0.04456202828225663,125400.84666645993,2023-12-06 08:22:19,2023-12-08 05:51:15
cdb55,B,ca7a8e18,4,4,0.012237353433239622,0.027611145843485133,0.04456202828225663,125400.84666645993,2023-12-06 08:22:19,2023-12-08 05:51:15
cdb55,B,f03f77e2,4,5,0.012237353433239622,0.027611145843485133,0.04456202828225663,125400.84666645993,2023-12-06 08:22:19,2023-12-08 05:51:15
cdb55,C,cd613aa4,0,0,0.012479337373104405,0.03192544914009327,0.045873614776500406,185290.72475398006,2023-12-06 15:36:46,2023-12-08 05:51:15
cdb55,C,ecf4b864,0,1,0.012479337373104405,0.03192544914009327,0.045873614776500406,185290.72475398006,2023-12-06 15:36:46,2023-12-08 05:51:15
cdb55,C,23aefe53,0,2,0.012479337373104405,0.03192544914009327,0.045873614776500406,185290.72475398006,2023-12-06 15:36:46,2023-12-08 05:51:15
cdb55,C,f8a3ad60,0,3,0.012479337373104405,0.03192544914009327,0.045873614776500406,185290.72475398006,2023-12-06 15:36:46,2023-12-08 05:51:15
cdb55,C,32282d03,0,4,0.012479337373104405,0.03192544914009327,0.045873614776500406,185290.72475398006,2023-12-06 15:36:46,2023-12-08 05:51:15
cdb55,C,d055ab03,0,5,0.012479337373104405,0.03192544914009327,0.045873614776500406,185290.72475398006,2023-12-06 15:36:46,2023-12-08 05:51:15
cdb55,C,3e7088c2,1,0,0.01151567394168745,0.029652814157039846,0.04439834386547242,147783.22475398006,2023-12-06 20:48:43,2023-12-08 05:51:15
cdb55,C,8d88e37e,1,1,0.01151567394168745,0.029652814157039846,0.04439834386547242,147783.22475398006,2023-12-06 20:48:43,2023-12-08 05:51:15
cdb55,C,44008eb1,1,2,0.01151567394168745,0.029652814157039846,0.04439834386547242,147783.22475398006,2023-12-06 20:48:43,2023-12-08 05:51:15
cdb55,C,cdb20a40,1,3,0.01151567394168745,0.029652814157039846,0.04439834386547242,147783.22475398006,2023-12-06 20:48:43,2023-12-08 05:51:15
cdb55,C,49191333,1,4,0.01151567394168745,0.029652814157039846,0.04439834386547242,147783.22475398006,2023-12-06 20:48:43,2023-12-08 05:51:15
cdb55,C,982582d6,1,5,0.01151567394168745,0.029652814157039846,0.04439834386547242,147783.22475398006,2023-12-06 20:48:43,2023-12-08 05:51:15
cdb55,C,1c75442e,2,0,0.011717924080461418,0.029984516384351994,0.04859513721370106,219067.97475398006,2023-12-07 02:01:02,2023-12-08 05:51:15
cdb55,C,a2119f90,2,1,0.011717924080461418,0.029984516384351994,0.04859513721370106,219067.97475398006,2023-12-07 02:01:02,2023-12-08 05:51:15
cdb55,C,ab054ba9,2,2,0.011717924080461418,0.029984516384351994,0.04859513721370106,219067.97475398006,2023-12-07 02:01:02,2023-12-08 05:51:15
cdb55,C,5f97af0a,2,3,0.011717924080461418,0.029984516384351994,0.04859513721370106,219067.97475398006,2023-12-07 02:01:02,2023-12-08 05:51:15
cdb55,C,a693512a,2,4,0.011717924080461418,0.029984516384351994,0.04859513721370106,219067.97475398006,2023-12-07 02:01:02,2023-12-08 05:51:15
cdb55,C,839d309e,2,5,0.011717924080461418,0.029984516384351994,0.04859513721370106,219067.97475398006,2023-12-07 02:01:02,2023-12-08 05:51:15
cdb55,C,68e8712a,3,0,0.012374908041096599,0.031147853259666434,0.04559284829350595,195527.72475398006,2023-12-07 07:13:38,2023-12-08 05:51:15
cdb55,C,04493b8e,3,1,0.012374908041096599,0.031147853259666434,0.04559284829350595,195527.72475398006,2023-12-07 07:13:38,2023-12-08 05:51:15
cdb55,C,442a5e22,3,2,0.012374908041096599,0.031147853259666434,0.04559284829350595,195527.72475398006,2023-12-07 07:13:38,2023-12-08 05:51:15
cdb55,C,dbbbf5ac,3,3,0.012374908041096599,0.031147853259666434,0.04559284829350595,195527.72475398006,2023-12-07 07:13:38,2023-12-08 05:51:15
cdb55,C,f8ccd6e0,3,4,0.012374908041096599,0.031147853259666434,0.04559284829350595,195527.72475398006,2023-12-07 07:13:38,2023-12-08 05:51:15
cdb55,C,e6a96262,3,5,0.012374908041096599,0.031147853259666434,0.04559284829350595,195527.72475398006,2023-12-07 07:13:38,2023-12-08 05:51:15
cdb55,C,e214e8e4,4,0,0.011179550769016892,0.029256448875823803,0.043713890394594564,187583.34975398006,2023-12-07 12:27:08,2023-12-08 05:51:15
cdb55,C,7e6e70b0,4,1,0.011179550769016892,0.029256448875823803,0.043713890394594564,187583.34975398006,2023-12-07 12:27:08,2023-12-08 05:51:15
cdb55,C,132759bb,4,2,0.011179550769016892,0.029256448875823803,0.043713890394594564,187583.34975398006,2023-12-07 12:27:08,2023-12-08 05:51:15
cdb55,C,de3ae0e7,4,3,0.011179550769016892,0.029256448875823803,0.043713890394594564,187583.34975398006,2023-12-07 12:27:08,2023-12-08 05:51:15
cdb55,C,1f49122a,4,4,0.011179550769016892,0.029256448875823803,0.043713890394594564,187583.34975398006,2023-12-07 12:27:08,2023-12-08 05:51:15
cdb55,C,eb27280d,4,5,0.011179550769016892,0.029256448875823803,0.043713890394594564,187583.34975398006,2023-12-07 12:27:08,2023-12-08 05:51:15
cdb55,D,868ceb0b,0,0,0.3836459855731216,1.0,1.0,6410166.49996177,2023-12-07 17:41:42,2023-12-08 05:51:15
cdb55,D,d1f9f62b,0,1,0.3836459855731216,1.0,1.0,6410166.49996177,2023-12-07 17:41:42,2023-12-08 05:51:15
